Sl/No,Date,Time,Temperature,Humidity,CO_ppb,SO2_ppb,NO2_ppb,O3_ppb,CO2_ppm,PM2.5_ug/m3,PM10_ug/m3,AQI_PM2.5,AQI_PM10,Overall_AQI,Rain_Detected
9.0,2025-02-14,14:28:39,35.1,49.0,311.91,7.2,2.88,4.8,243.73,23.99,47.99,76.0,44.0,76.0,No
9.0,2025-02-14,14:28:39,35.1,49.0,311.91,7.2,2.88,4.8,243.73,23.99,47.99,76.0,44.0,76.0,No
9.0,2025-02-14,14:28:39,35.1,49.0,311.91,7.2,2.88,4.8,243.73,23.99,47.99,76.0,44.0,76.0,No
10.0,2025-02-14,14:28:41,35.1,49.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
10.0,2025-02-14,14:28:41,35.1,49.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
10.0,2025-02-14,14:28:41,35.1,49.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
11.0,2025-02-14,14:28:43,35.1,49.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
11.0,2025-02-14,14:28:43,35.1,49.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
11.0,2025-02-14,14:28:43,35.1,49.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
12.0,2025-02-14,14:28:46,35.1,49.0,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75.0,44.0,75.0,No
12.0,2025-02-14,14:28:46,35.1,49.0,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75.0,44.0,75.0,No
12.0,2025-02-14,14:28:46,35.1,49.0,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75.0,44.0,75.0,No
13.0,2025-02-14,14:28:48,35.1,49.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
13.0,2025-02-14,14:28:48,35.1,49.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
13.0,2025-02-14,14:28:48,35.1,49.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
14.0,2025-02-14,14:28:50,35.2,49.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
14.0,2025-02-14,14:28:50,35.2,49.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
14.0,2025-02-14,14:28:50,35.2,49.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
15.0,2025-02-14,14:28:52,35.2,49.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
15.0,2025-02-14,14:28:52,35.2,49.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
15.0,2025-02-14,14:28:52,35.2,49.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
16.0,2025-02-14,14:28:54,35.2,50.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
16.0,2025-02-14,14:28:54,35.2,50.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
16.0,2025-02-14,14:28:54,35.2,50.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
17.0,2025-02-14,14:28:56,35.2,50.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
17.0,2025-02-14,14:28:56,35.2,50.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
17.0,2025-02-14,14:28:56,35.2,50.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
18.0,2025-02-14,14:28:58,35.2,50.0,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75.0,44.0,75.0,No
18.0,2025-02-14,14:28:58,35.2,50.0,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75.0,44.0,75.0,No
18.0,2025-02-14,14:28:58,35.2,50.0,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75.0,44.0,75.0,No
19.0,2025-02-14,14:29:00,35.3,50.0,311.91,7.2,2.88,4.8,243.73,23.99,47.99,76.0,44.0,76.0,No
19.0,2025-02-14,14:29:00,35.3,50.0,311.91,7.2,2.88,4.8,243.73,23.99,47.99,76.0,44.0,76.0,No
19.0,2025-02-14,14:29:00,35.3,50.0,311.91,7.2,2.88,4.8,243.73,23.99,47.99,76.0,44.0,76.0,No
20.0,2025-02-14,14:29:02,35.3,50.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
20.0,2025-02-14,14:29:02,35.3,50.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
20.0,2025-02-14,14:29:02,35.3,50.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
21.0,2025-02-14,14:29:04,35.3,50.0,313.52,7.23,2.89,4.82,244.7,24.12,48.23,76.0,44.0,76.0,No
21.0,2025-02-14,14:29:04,35.3,50.0,313.52,7.23,2.89,4.82,244.7,24.12,48.23,76.0,44.0,76.0,No
21.0,2025-02-14,14:29:04,35.3,50.0,313.52,7.23,2.89,4.82,244.7,24.12,48.23,76.0,44.0,76.0,No
22.0,2025-02-14,14:29:07,35.3,50.0,313.52,7.23,2.89,4.82,244.7,24.12,48.23,76.0,44.0,76.0,No
22.0,2025-02-14,14:29:07,35.3,50.0,313.52,7.23,2.89,4.82,244.7,24.12,48.23,76.0,44.0,76.0,No
22.0,2025-02-14,14:29:07,35.3,50.0,313.52,7.23,2.89,4.82,244.7,24.12,48.23,76.0,44.0,76.0,No
23.0,2025-02-14,14:29:09,35.3,51.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
23.0,2025-02-14,14:29:09,35.3,51.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
23.0,2025-02-14,14:29:09,35.3,51.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
24.0,2025-02-14,14:29:11,35.3,51.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
24.0,2025-02-14,14:29:11,35.3,51.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
24.0,2025-02-14,14:29:11,35.3,51.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
25.0,2025-02-14,14:29:13,35.3,51.0,315.96,7.29,2.92,4.86,246.16,24.3,48.61,76.0,45.0,76.0,No
25.0,2025-02-14,14:29:13,35.3,51.0,315.96,7.29,2.92,4.86,246.16,24.3,48.61,76.0,45.0,76.0,No
25.0,2025-02-14,14:29:13,35.3,51.0,315.96,7.29,2.92,4.86,246.16,24.3,48.61,76.0,45.0,76.0,No
26.0,2025-02-14,14:29:15,35.3,51.0,315.96,7.29,2.92,4.86,246.16,24.3,48.61,76.0,45.0,76.0,No
26.0,2025-02-14,14:29:15,35.3,51.0,315.96,7.29,2.92,4.86,246.16,24.3,48.61,76.0,45.0,76.0,No
26.0,2025-02-14,14:29:15,35.3,51.0,315.96,7.29,2.92,4.86,246.16,24.3,48.61,76.0,45.0,76.0,No
27.0,2025-02-14,14:29:17,35.3,50.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
27.0,2025-02-14,14:29:17,35.3,50.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
27.0,2025-02-14,14:29:17,35.3,50.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
28.0,2025-02-14,14:29:19,35.2,50.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
28.0,2025-02-14,14:29:19,35.2,50.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
28.0,2025-02-14,14:29:19,35.2,50.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
29.0,2025-02-14,14:29:21,35.2,50.0,313.52,7.23,2.89,4.82,244.7,24.12,48.23,76.0,44.0,76.0,No
29.0,2025-02-14,14:29:21,35.2,50.0,313.52,7.23,2.89,4.82,244.7,24.12,48.23,76.0,44.0,76.0,No
29.0,2025-02-14,14:29:21,35.2,50.0,313.52,7.23,2.89,4.82,244.7,24.12,48.23,76.0,44.0,76.0,No
30.0,2025-02-14,14:29:23,35.1,50.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
30.0,2025-02-14,14:29:23,35.1,50.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
30.0,2025-02-14,14:29:23,35.1,50.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
31.0,2025-02-14,14:29:25,35.1,50.0,311.91,7.2,2.88,4.8,243.73,23.99,47.99,76.0,44.0,76.0,No
31.0,2025-02-14,14:29:25,35.1,50.0,311.91,7.2,2.88,4.8,243.73,23.99,47.99,76.0,44.0,76.0,No
31.0,2025-02-14,14:29:25,35.1,50.0,311.91,7.2,2.88,4.8,243.73,23.99,47.99,76.0,44.0,76.0,No
32.0,2025-02-14,14:29:28,35.0,50.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
32.0,2025-02-14,14:29:28,35.0,50.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
32.0,2025-02-14,14:29:28,35.0,50.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
33.0,2025-02-14,14:29:30,35.0,50.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
33.0,2025-02-14,14:29:30,35.0,50.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
33.0,2025-02-14,14:29:30,35.0,50.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
34.0,2025-02-14,14:29:32,35.0,50.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
34.0,2025-02-14,14:29:32,35.0,50.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
34.0,2025-02-14,14:29:32,35.0,50.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
35.0,2025-02-14,14:29:34,35.0,50.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
35.0,2025-02-14,14:29:34,35.0,50.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
35.0,2025-02-14,14:29:34,35.0,50.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
36.0,2025-02-14,14:29:36,34.9,51.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
36.0,2025-02-14,14:29:36,34.9,51.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
36.0,2025-02-14,14:29:36,34.9,51.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
37.0,2025-02-14,14:29:38,34.9,51.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
37.0,2025-02-14,14:29:38,34.9,51.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
37.0,2025-02-14,14:29:38,34.9,51.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
38.0,2025-02-14,14:29:40,34.9,51.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
38.0,2025-02-14,14:29:40,34.9,51.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
38.0,2025-02-14,14:29:40,34.9,51.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
39.0,2025-02-14,14:29:42,34.9,51.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
39.0,2025-02-14,14:29:42,34.9,51.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
39.0,2025-02-14,14:29:42,34.9,51.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
40.0,2025-02-14,14:29:44,34.9,51.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
40.0,2025-02-14,14:29:44,34.9,51.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
40.0,2025-02-14,14:29:44,34.9,51.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
41.0,2025-02-14,14:29:46,34.9,51.0,313.52,7.23,2.89,4.82,244.7,24.12,48.23,76.0,44.0,76.0,No
41.0,2025-02-14,14:29:46,34.9,51.0,313.52,7.23,2.89,4.82,244.7,24.12,48.23,76.0,44.0,76.0,No
41.0,2025-02-14,14:29:46,34.9,51.0,313.52,7.23,2.89,4.82,244.7,24.12,48.23,76.0,44.0,76.0,No
42.0,2025-02-14,14:29:49,34.9,51.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
42.0,2025-02-14,14:29:49,34.9,51.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
42.0,2025-02-14,14:29:49,34.9,51.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
43.0,2025-02-14,14:29:51,34.9,51.0,313.52,7.23,2.89,4.82,244.7,24.12,48.23,76.0,44.0,76.0,No
43.0,2025-02-14,14:29:51,34.9,51.0,313.52,7.23,2.89,4.82,244.7,24.12,48.23,76.0,44.0,76.0,No
43.0,2025-02-14,14:29:51,34.9,51.0,313.52,7.23,2.89,4.82,244.7,24.12,48.23,76.0,44.0,76.0,No
44.0,2025-02-14,14:29:53,34.9,51.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
44.0,2025-02-14,14:29:53,34.9,51.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
44.0,2025-02-14,14:29:53,34.9,51.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
45.0,2025-02-14,14:29:55,34.9,51.0,314.32,7.25,2.9,4.84,245.19,24.18,48.36,76.0,44.0,76.0,No
45.0,2025-02-14,14:29:55,34.9,51.0,314.32,7.25,2.9,4.84,245.19,24.18,48.36,76.0,44.0,76.0,No
45.0,2025-02-14,14:29:55,34.9,51.0,314.32,7.25,2.9,4.84,245.19,24.18,48.36,76.0,44.0,76.0,No
46.0,2025-02-14,14:29:57,34.9,51.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
46.0,2025-02-14,14:29:57,34.9,51.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
46.0,2025-02-14,14:29:57,34.9,51.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
47.0,2025-02-14,14:29:59,34.9,51.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
47.0,2025-02-14,14:29:59,34.9,51.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
47.0,2025-02-14,14:29:59,34.9,51.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
48.0,2025-02-14,14:30:01,34.8,51.0,314.32,7.25,2.9,4.84,245.19,24.18,48.36,76.0,44.0,76.0,No
48.0,2025-02-14,14:30:01,34.8,51.0,314.32,7.25,2.9,4.84,245.19,24.18,48.36,76.0,44.0,76.0,No
48.0,2025-02-14,14:30:01,34.8,51.0,314.32,7.25,2.9,4.84,245.19,24.18,48.36,76.0,44.0,76.0,No
49.0,2025-02-14,14:30:03,34.8,51.0,314.32,7.25,2.9,4.84,245.19,24.18,48.36,76.0,44.0,76.0,No
49.0,2025-02-14,14:30:03,34.8,51.0,314.32,7.25,2.9,4.84,245.19,24.18,48.36,76.0,44.0,76.0,No
49.0,2025-02-14,14:30:03,34.8,51.0,314.32,7.25,2.9,4.84,245.19,24.18,48.36,76.0,44.0,76.0,No
50.0,2025-02-14,14:30:05,34.8,51.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
50.0,2025-02-14,14:30:05,34.8,51.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
50.0,2025-02-14,14:30:05,34.8,51.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
51.0,2025-02-14,14:30:08,34.8,51.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
51.0,2025-02-14,14:30:08,34.8,51.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
51.0,2025-02-14,14:30:08,34.8,51.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
52.0,2025-02-14,14:30:10,34.7,50.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
52.0,2025-02-14,14:30:10,34.7,50.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
52.0,2025-02-14,14:30:10,34.7,50.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
53.0,2025-02-14,14:30:12,34.7,50.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
53.0,2025-02-14,14:30:12,34.7,50.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
53.0,2025-02-14,14:30:12,34.7,50.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
54.0,2025-02-14,14:30:14,34.6,50.0,316.78,7.31,2.92,4.87,246.66,24.37,48.73,76.0,45.0,76.0,No
54.0,2025-02-14,14:30:14,34.6,50.0,316.78,7.31,2.92,4.87,246.66,24.37,48.73,76.0,45.0,76.0,No
54.0,2025-02-14,14:30:14,34.6,50.0,316.78,7.31,2.92,4.87,246.66,24.37,48.73,76.0,45.0,76.0,No
55.0,2025-02-14,14:30:16,34.6,49.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
55.0,2025-02-14,14:30:16,34.6,49.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
55.0,2025-02-14,14:30:16,34.6,49.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
56.0,2025-02-14,14:30:18,34.5,48.0,314.32,7.25,2.9,4.84,245.19,24.18,48.36,76.0,44.0,76.0,No
56.0,2025-02-14,14:30:18,34.5,48.0,314.32,7.25,2.9,4.84,245.19,24.18,48.36,76.0,44.0,76.0,No
56.0,2025-02-14,14:30:18,34.5,48.0,314.32,7.25,2.9,4.84,245.19,24.18,48.36,76.0,44.0,76.0,No
57.0,2025-02-14,14:30:20,34.5,49.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
57.0,2025-02-14,14:30:20,34.5,49.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
57.0,2025-02-14,14:30:20,34.5,49.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
58.0,2025-02-14,14:30:22,34.4,49.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
58.0,2025-02-14,14:30:22,34.4,49.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
58.0,2025-02-14,14:30:22,34.4,49.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
59.0,2025-02-14,14:30:24,34.4,49.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
59.0,2025-02-14,14:30:24,34.4,49.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
59.0,2025-02-14,14:30:24,34.4,49.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
60.0,2025-02-14,14:30:27,34.3,49.0,314.32,7.25,2.9,4.84,245.19,24.18,48.36,76.0,44.0,76.0,No
60.0,2025-02-14,14:30:27,34.3,49.0,314.32,7.25,2.9,4.84,245.19,24.18,48.36,76.0,44.0,76.0,No
60.0,2025-02-14,14:30:27,34.3,49.0,314.32,7.25,2.9,4.84,245.19,24.18,48.36,76.0,44.0,76.0,No
61.0,2025-02-14,14:30:29,34.3,49.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
61.0,2025-02-14,14:30:29,34.3,49.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
61.0,2025-02-14,14:30:29,34.3,49.0,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76.0,44.0,76.0,No
62.0,2025-02-14,14:30:31,34.3,49.0,314.32,7.25,2.9,4.84,245.19,24.18,48.36,76.0,44.0,76.0,No
62.0,2025-02-14,14:30:31,34.3,49.0,314.32,7.25,2.9,4.84,245.19,24.18,48.36,76.0,44.0,76.0,No
62.0,2025-02-14,14:30:31,34.3,49.0,314.32,7.25,2.9,4.84,245.19,24.18,48.36,76.0,44.0,76.0,No
63.0,2025-02-14,14:30:33,34.2,49.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
63.0,2025-02-14,14:30:33,34.2,49.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
63.0,2025-02-14,14:30:33,34.2,49.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
64.0,2025-02-14,14:30:35,34.2,50.0,313.52,7.23,2.89,4.82,244.7,24.12,48.23,76.0,44.0,76.0,No
64.0,2025-02-14,14:30:35,34.2,50.0,313.52,7.23,2.89,4.82,244.7,24.12,48.23,76.0,44.0,76.0,No
64.0,2025-02-14,14:30:35,34.2,50.0,313.52,7.23,2.89,4.82,244.7,24.12,48.23,76.0,44.0,76.0,No
65.0,2025-02-14,14:30:37,34.2,50.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
65.0,2025-02-14,14:30:37,34.2,50.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
65.0,2025-02-14,14:30:37,34.2,50.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
66.0,2025-02-14,14:30:39,34.2,50.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
66.0,2025-02-14,14:30:39,34.2,50.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
66.0,2025-02-14,14:30:39,34.2,50.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
67.0,2025-02-14,14:30:41,34.2,50.0,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75.0,44.0,75.0,No
67.0,2025-02-14,14:30:41,34.2,50.0,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75.0,44.0,75.0,No
67.0,2025-02-14,14:30:41,34.2,50.0,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75.0,44.0,75.0,No
68.0,2025-02-14,14:30:43,34.2,50.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
68.0,2025-02-14,14:30:43,34.2,50.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
68.0,2025-02-14,14:30:43,34.2,50.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
69.0,2025-02-14,14:30:45,34.2,50.0,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75.0,44.0,75.0,No
69.0,2025-02-14,14:30:45,34.2,50.0,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75.0,44.0,75.0,No
69.0,2025-02-14,14:30:45,34.2,50.0,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75.0,44.0,75.0,No
70.0,2025-02-14,14:30:48,34.2,50.0,309.52,7.14,2.86,4.76,242.3,23.81,47.62,75.0,44.0,75.0,No
70.0,2025-02-14,14:30:48,34.2,50.0,309.52,7.14,2.86,4.76,242.3,23.81,47.62,75.0,44.0,75.0,No
70.0,2025-02-14,14:30:48,34.2,50.0,309.52,7.14,2.86,4.76,242.3,23.81,47.62,75.0,44.0,75.0,No
71.0,2025-02-14,14:30:50,34.2,50.0,309.52,7.14,2.86,4.76,242.3,23.81,47.62,75.0,44.0,75.0,No
71.0,2025-02-14,14:30:50,34.2,50.0,309.52,7.14,2.86,4.76,242.3,23.81,47.62,75.0,44.0,75.0,No
71.0,2025-02-14,14:30:50,34.2,50.0,309.52,7.14,2.86,4.76,242.3,23.81,47.62,75.0,44.0,75.0,No
72.0,2025-02-14,14:30:52,34.3,50.0,309.52,7.14,2.86,4.76,242.3,23.81,47.62,75.0,44.0,75.0,No
72.0,2025-02-14,14:30:52,34.3,50.0,309.52,7.14,2.86,4.76,242.3,23.81,47.62,75.0,44.0,75.0,No
72.0,2025-02-14,14:30:52,34.3,50.0,309.52,7.14,2.86,4.76,242.3,23.81,47.62,75.0,44.0,75.0,No
73.0,2025-02-14,14:30:54,34.3,50.0,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75.0,44.0,75.0,No
73.0,2025-02-14,14:30:54,34.3,50.0,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75.0,44.0,75.0,No
73.0,2025-02-14,14:30:54,34.3,50.0,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75.0,44.0,75.0,No
74.0,2025-02-14,14:30:56,34.3,50.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
74.0,2025-02-14,14:30:56,34.3,50.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
74.0,2025-02-14,14:30:56,34.3,50.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
75.0,2025-02-14,14:30:58,34.3,50.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
75.0,2025-02-14,14:30:58,34.3,50.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
75.0,2025-02-14,14:30:58,34.3,50.0,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76.0,44.0,76.0,No
76.0,2025-02-14,14:31:00,34.4,50.0,309.52,7.14,2.86,4.76,242.3,23.81,47.62,75.0,44.0,75.0,No
76.0,2025-02-14,14:31:00,34.4,50.0,309.52,7.14,2.86,4.76,242.3,23.81,47.62,75.0,44.0,75.0,No
76.0,2025-02-14,14:31:00,34.4,50.0,309.52,7.14,2.86,4.76,242.3,23.81,47.62,75.0,44.0,75.0,No
77.0,2025-02-14,14:31:02,34.4,50.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
77.0,2025-02-14,14:31:02,34.4,50.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
77.0,2025-02-14,14:31:02,34.4,50.0,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75.0,44.0,75.0,No
